id;title;description;date_published;tags;duration;view;like
Rk1VmHk_kUo;SKLearn 00 | Belajar Machine Learning dengan Python Scikit-Learn | Machine Learning Dasar;"Salam Indonesia Belajar!!!

Video ini adalah video pengantar dari video berseri atau playlist bertema Belajar Machine Learning dengan Python. Sesuai dengan temanya, melalui playlist ini kita akan bersama-sama mempelajari dasar Machine Learning dengan memanfaatkan Scikit Learn.

Apa itu Scikit-Learn?

Scikit-Learn merupakan module dalam pemrograman Python yang memfasilitasi kita untuk mengerjakan berbagai machine learning project. Awalnya Scikit-Learn ini digarap sebagai bagian dari Google Summer of Code projec pada tahun 2007. Istilah Scikit sendiri merupakan kependekan dari SciPy Toolkits; karena memang project ini diperuntukkan sebagai extension untuk SciPy yang merupakan Scientific module dalam pemrograman python. Code base dari project ini lalu ditulis ulang dan mulai dibentuk tim khusus untuk mengembangkan project ini dengan lebih serius. Di awal tahun 2010, project Scikit-Learn ini dirilis ke publik dan berhasil menarik banyak contributor yang akhirnya menjadikan project ini terus berkembang sampai saat ini. Bahkan di tahun 2012, Scikit-Learn dikenal sebagai machine learning library yang paling populer dan well maintained.

Materi dalam seri pembelajaran ini kami susun sedemikian rupa agar mudah diikuti, dan selalu kami awali dengan materi2 yang sifatnya mendasar terlebih dahulu. Kami berharap materi pembelajaran Machine Learning Dasar ini dapat bermanfaat dan membantu proses belajar kalian.

Bilamana ada pertanyaan ataupun masukan terkait materi yang kami sampaikan, kalian dapat mengajukan pertanyaan dan masukan kalian, melalui kolom komentar video. Kami akan selalu berusaha untuk merespon setiap pertanyaan dan masukan yang kalian ajukan.

Bagi teman-teman yang ingin mentraktir kami, silakan untuk memanfaatkan link Saweria berikut ini: https://saweria.co/belajaridn​

Bagi teman-teman yang tertarik, silakan untuk bergabung juga dengan Discord server Indonesia Belajar: https://discord.com/invite/ybWmMHCfrQ

Links terkait:
- Scikit-Learn: https://scikit-learn.org/stable/index.html
- SciPy: https://www.scipy.org/
- Matplotlib: https://matplotlib.org/
- Pandas: https://pandas.pydata.org/
- Anaconda: https://www.anaconda.com/

Keywords:
- Belajar Machine Learning Dasar
- Belajar Machine Learning Pemula
- Tutorial Machine Learning Dasar
- Belajar Machine Learning dengan Python
- Tutorial Machine Learning dengan Python
- Belajar Scikit-Learn
- Belajar Data Science

#IndonesiaBelajar #MachineLearning #ScikitLearn";2021-02-03T02:00:07Z;['apa itu scikit-learn', 'apa itu scikit learn', 'apa itu python scikit-learn', 'belajar scikit-learn', 'belajar python scikit-learn', 'belajar data science', 'belajar machine learning', 'machine learning', 'tutorial machine learning', 'machine learning dasar', 'belajar machine learning dasar', 'tutorial machine learning dasar', 'python machine learning', 'python indonesia', 'data science indonesia', 'machine learning indonesia', 'pemrograman python', 'indonesia belajar', 'machine learning pemula'];PT2M26S;13486;545
xHgi3w5JXWQ;Ngobrol Santai Seputar AI/ML | Hackathon Santri 2021;"Berikut adalah rekaman dari sesi talk show dengan tema ""Ngobrol Santai Seputar AI/ML"" yang merupakan bagian dari rangkaian kegiatan Hackathon Santri 2021.


Keywords:
- Hackathon Santro 2021
- Seputar Artificial Intelligence
- Seputar Machine Learning


#HackathonSantri #ArtificialIntelligence #MachineLearning";2021-01-23T03:00:12Z;['Ngobrol Santai Seputar AI/M', 'Hackathon Santri 2021', 'Hackathon Santri', 'Hackathon', 'pondok pesantren', 'Seputar Artificial Intelligence', 'Seputar Machine Learning', 'artificial intelligence', 'machine learning', 'kecerdasan buatan', 'pembelajaran mesin'];PT1H42M27S;1241;89
Yl7F0J8LbGQ;Seputar Computational Thinking bersama Inggriani Liem | Bebras Indonesia | Gerakan Pandai;"Seputar Computational Thinking bersama Inggriani Liem | Ibu Inge.
Apa itu Bebras Indonesia?
Apa itu Gerakan Pandai?
Apa Itu Computational Thinking?

Ibu Inggriani Liem atau biasa disapa Ibu Inge merupakan salah seorang tokoh yang memiliki kontribusi luar biasa terhadap perkembangan dunia IT di Indonesia. Sudah tidak terhitung banyaknya software engineer di Indonesia yang pernah menjadi siswa didiknya. Beliau juga pernah menjadi salah seorang keynote speaker untuk PyConID 2019. Ibu Inge juga merupakan salah seorang pembina tim olimpiade komputer indonesia atau biasa dikenal dengan istilah TOKI. Saat ini beliau aktif terlibat dalam memajukan computational thinking di Indonesia melalui Bebras Indonesia dan Gerakan Pandai. Merupakan suatu kehormatan yang luar biasa sekali bagi kami untuk bisa menghadirkan Ibu Inge di sesi podcast kali ini.

Beberapa catatan dan koreksi:
- Peserta Bebras tahun 2020 adalah 16,186
- Gerakan PANDAI =  Pengajar Era Digital

Berikut adalah topik bahasan yang diangkat dalam sesi podcast ini:
00:00 - Intro 
02:03 - Awal mula ketertarikan dengan bidang Computer Science
08:06 - Movitasi di balik semangat memajukan pendidikan IT di Indonesia
18:47 - Apa itu Bebras Indonesia dan hubungannya dengan Gerakan Pandai
30:32 - Catatan terkait perkembangan IT di Indonesia
40:43 - Apa itu belajar dan bagaimana proses belajar yang sehat?
1:00:12 - Apakah lulusan IT harus bisa coding/programming?
1:05:42 - Closing statement

Links terkait:
- Bebras Interbasional: https://bebras.org
- Bebras Indonesia: https://bebras.or.id
- Group FB Olimpiade Informatika Indonesia: https://www.facebook.com/groups/olimpinfo
- Group FB Bebras Indonesia: https://www.facebook.com/groups/bebrasindonesia
- Latihan Online Tantangan Bebras Indonesia: (1) Olympia Indonesia: https://olympia.id/ dan (2) https://latihanbebras.ipb.ac.id/
- Download buku pembahasan soal: https://bebras.or.id/v3/pembahasan-soal/
- Kontak untuk bergabung dengan Bebras Indonesia: https://bebras.or.id/v3/bebras-biro/
- Slide presentasi Bebras Indonesia: https://boedy.s3.amazonaws.com/belajaridn/Bebras_Indonesia_Januari_2021.pdf

Oh ya teman-teman, channel YouTube Indonesia Belajar juga memiliki Discord server, silakan teman-teman untuk bergaubung: https://discord.com/invite/ybWmMHCfrQ

Keywords:
- Inggriani Liem 
- Ibu Inge
- Computational Thinking
- Gerakan Pandai
- Bebras Indonesia
- TOKI
- Olimpiade Komputer
- Podcast Indonesia Belajar

#InggrianiLiem #BebrasIndonesia #GerakanPandai";2021-01-21T03:00:14Z;['inggriani liem', 'ibu inge', 'bebras indonesia', 'inge itb', 'ibu inge itb', 'computational thinking', 'inge bebras', 'gerakan pandai', 'olimpiade komputer', 'toki', 'bebras', 'seputar computational thinking', 'tantangan bebras indonesia', 'apa itu bebras', 'apa itu bebras indonesia', 'apa itu gerakan pandai', 'apa itu computational thinking', 'apa itu belajar', 'prosses belajar yang sehat', 'proses belajar yang baik', 'pengajar era digital'];PT1H10M2S;6529;405
Nw--VOy_CdQ;Seputar Data science & Women in Tech bersama Galuh Sahid | Data Scientist | Kartini Teknologi;"Seputar Data science & Women in Tech bersama Galuh Sahid.

Galuh adalah seorang Data Scientist untuk Gojek dan juga co-host untuk podcast Kartini Teknologi. Di sesi podcast kali ini kita akan ajak Galuh untuk bincang-bincang seputar data science dan juga seputar kiprah wanita dalam bidang IT.

Berikut adalah topik bahasan yang diangkat dalam sesi podcast ini:
00:00 - Intro 
01:13 - Awal mula terjun di bidang Data Science
04:24 - Kerjaan keseharian sebagai Data Scientist
08:32 - Data Science project yang berkesan
12:26 - Peran matematika dan statistika dalam bidang Data Science
14:05 - Hal-hal menarik dalam bidang Data Science
15:35 - Miskonsepsi terkait Data Science project di industri
21:58 - Pengalaman sebagai seorang wanita di bidang IT
25:31 - Kisah di balik lahirnya podcast Kartini Teknologi
31:01 - Faktor apa saja yang menghalangi wanita di Indonesia untuk terjun di bidang IT
35:37 - Apa saja yang bisa diupayakan untuk meningkatkan partisipasi wanita di bidang IT
39:31 - Miskonsepsi terkait women in IT
43:22 - Closing statement

Reach-out Galuh Sahid: 
- Github: https://github.com/galuhsahid
- Blog: https://galuh.me/
- Linkedin: https://www.linkedin.com/in/galuhsahid/
- Twitter: https://twitter.com/galuhsahid

Links terkait:
- Kartini Teknologi: https://kartiniteknologi.id/

Oh ya teman-teman, channel YouTube Indonesia Belajar juga memiliki Discord server, silakan teman-teman untuk bergaubung: https://discord.com/invite/ybWmMHCfrQ

Keywords:
- Galuh Sahid
- Kartini Teknologi
- Data Science Indonesia
- Data Scientist Indonesia
- Women in IT
- Women in Tech
- Podcast Kartini Teknologi
- Podcast Indonesia Belajar
- Podcast Data Science

#GaluhSahid #DataScience #KartiniTeknologi";2021-01-18T03:00:15Z;['galuh sahid', 'galuh gojek', 'galuh data science', 'galuh data scientist', 'galuh kartini teknologi', 'gojek data science', 'data science gojek', 'kartini teknologi', 'podcast indonesia belajar', 'podcast kartini teknologi', 'women in it', 'women in tech', 'data science', 'seputar data science', 'data scientist', 'galuh sahid data science', 'galuh sahid gojek', 'data science project', 'data science di industri', 'matematika dalam data science', 'statsitiska dalam data science'];PT45M16S;1869;101
b7FA7Jv9Paw;Probabilitas 08 | Belajar Distribusi Geometrik & Distribusi Poisson | Belajar Probabilitas Dasar;"Salam Indonesia Belajar!!!

Belajar Distribusi Geometrik dan Distribusi Poisson.
Video ini adalah video kedelapan dari video berseri atau playlist bertema Belajar Probabilitas Dasar (Probability).

Video pembelajaran ini membahas beberapa topik sebagai berikut:
00:00 - Intro
01:11 - Distribusi Geometrik / Geometric Distribution
05:41 - Distribusi Poisson / Poisson Distribution 

Rangkaian seri pembelajaran statistika:
- Seri Belajar Statistika Dasar (Deskriptif): https://www.youtube.com/playlist?list=PL2O3HdJI4voGM2gNYekQcUhjGRXbahMEd
- Seri Belajar Probabilitas Dasar: https://www.youtube.com/playlist?list=PL2O3HdJI4voHDdTtwsGZ60uSPyYHB6KHb
- Seri Belajar Statistika Inferensi: https://www.youtube.com/playlist?list=PL2O3HdJI4voHcIO22VkkBvbxBTYh2AHSP

Materi yang disampaikan dalam video ini terbilang padat, oleh karenanya silakan untuk melakukan pause ataupun pengulangan video untuk dapat memahami materi yang disampaikan dengan baik.
Bilamana ada pertanyaan terkait materi pembelajaran dalam video ini, silakan untuk disampaikan pada kolom komentar di bawah ini. Kami akan berusaha sebaik mungkin untuk merespon setiap pertanyaan yang diajukan.

Slide bisa diakses di sini: https://docs.google.com/presentation/d/13HqD6CKmkvNXLR95OxJ5BWTTP_GRL_-tf9kwAkdfAPM/edit?usp=sharing

keywrods:
- Belajar probabilitas dasar
- Statistika dan probabilitas
- Distibusi Probabilitas 
- Distribusi Geometrik
- Geometric Distribution
- Distribusi Poisson
- Poisson Distribution

#Probabilitas #Geometrik #Poisson";2021-01-15T16:24:34Z;['belajar probabilitas dasar', 'belajar probabilitas', 'probabilitas dasar', 'dasar probabilitas', 'pengenalan probabilitas dasar', 'statistika dan probabilitas', 'distribusi probabilitas', 'probability distribution', 'distribusi geometrik', 'geometric distribution', 'distribusi poisson', 'poisson distribution', 'belajar distribusi poisson', 'belajar distribusi geometrik'];PT9M53S;2319;106
Ig6LSKhHKzc;Probabilitas 07 | Distribusi Binomial | Binomial Distribution | Belajar Probabilitas Dasar;"Salam Indonesia Belajar!!!

Belajar Distribusi Binomial atau Binomial Distribution.
Video ini adalah video ketujuh dari video berseri atau playlist bertema Belajar Probabilitas Dasar (Probability).

Video pembelajaran ini membahas beberapa topik sebagai berikut:
00:00 - Intro
01:14 - Kriteria Binomial Experiment
02:09 - Notasi pada Binomial Experiment
03:22 - Contoh kasus Binomial Experiment
07:54 - Binomial Probability Formula
09:26 - Contoh kasus Binomial Probability dengan Tree Diagram
14:29 - Contoh kasus Binomial Probability dengan Formula
16:13 - Contoh kasus pemanfaatan Binomial Probability Distribution
27:00 - Mean, Variance & Standard Deviation dari Binomial Probability
28:12 - Contoh kasus pemanfaatan Mean dan Standard Deviation pada Binomial Probability

Materi yang disampaikan dalam video ini terbilang padat, oleh karenanya silakan untuk melakukan pause ataupun pengulangan video untuk dapat memahami materi yang disampaikan dengan baik.
Bilamana ada pertanyaan terkait materi pembelajaran dalam video ini, silakan untuk disampaikan pada kolom komentar di bawah ini. Kami akan berusaha sebaik mungkin untuk merespon setiap pertanyaan yang diajukan.

Slide bisa diakses di sini: https://docs.google.com/presentation/d/15TTZ1Lvs33Ar0xtNKFQD3XB-uWssuaH1EApqrz_pXGU/edit?usp=sharing

keywrods:
- Belajar probabilitas dasar
- Statistika dan probabilitas
- Distibusi Probabilitas 
- Distribusi Binomial
- Binomial Distribution
- Binomial Probability Distribution

#Statistika #Probabilitas #Binomial";2021-01-12T05:06:21Z;['belajar probabilitas dasar', 'belajar probabilitas', 'probabilitas dasar', 'dasar probabilitas', 'pengenalan probabilitas dasar', 'statistika dan probabilitas', 'distribusi probabilitas', 'probability distribution', 'distribusi binomial', 'binomial distribution', 'binomial experiment', 'kriteria binomial experiment', 'tree diagram', 'binomial probability distribution'];PT32M2S;3387;140
TZgy70AU-FQ;Seputar Data Science bersama Nurvirta Monarizqa | Mona | Data Scientist;"Seputar Data Science bersama Nurvirta Monarizqa (Mona).

Mona adalah seorang Data Scientist untuk Microsoft Seattle. Mona juga pernah menjadi invited speaker di PyConID 2020. Topik yang dibawakan saat itu terkait salah satu data science project yang pernah dikerjakan Mona, di mana hasil temuannya memiliki dampak terhadap urban law di New York City. Nah di sesi podcast kali ini kita akan ajak Mona untuk bincang-bincang seputar data science.

Berikut adalah topik bahasan yang diangkat dalam sesi podcast ini:
00:00 - Intro 
01:14 - Apa itu data science?
03:10 - Awal mula terjun di bidang data science
07:35 - Kerjaan keseharian sebagai data science
12:34 - Data science project yang berkesan
17:06 - Pertumbuhan tenaga ahli dalam bidang data science
20:27 - Workflow, bahasa pemrograman, dan tools yang umum digunakan
22:40 - Upaya untuk tetap up to date
25:24 - Portfolio untuk bidang data science
30:49 - Learning path untuk bidang data science
34:01 - Miskonsepsi yang umum ditemui terkait data science
36:08 - Wanita di bidang IT
42:47 - Closing statement

Reach-out Nurvirta Monarizqa: 
- Github: https://nmonarizqa.github.io/
- Medium: https://nmonarizqa.medium.com/
- Linkedin: https://www.linkedin.com/in/nmonarizqa/
- Twitter: https://twitter.com/nmonarizqa
- Instagram: https://www.instagram.com/nmonarizqa/

Oh ya teman-teman, channel YouTube Indonesia Belajar juga memiliki Discord server, silakan teman-teman untuk bergaubung: https://discord.com/invite/ybWmMHCfrQ

Links terkait:
- Coursera: https://www.coursera.org/
- Udacity: https://www.udacity.com/

Keywords:
- Nurvirta Monarizqa
- Mona
- Data Science Indonesia
- Data Scientist Indonesia
- Women in IT
- Podcast Indonesia Belajar
- Podcast Data Science

#NurvirtaMonarizqa #DataScience #DataScientist";2021-01-07T03:00:16Z;['nurvirta monarizqa', 'mona data science', 'mona microsoft', 'nurvirta data science', 'nurvirta data scientist', 'nurvirta microsoft', 'data science microsoft', 'data scientist microsoft', 'seputar data science', 'apa itu data science', 'podcast data science', 'data science indonesia', 'podcast indonesia belajar', 'data science', 'Monarizqa data science', 'Monarizqa data scientist', 'podcast data', 'mona data scientist', 'data scientist indonesia', 'learning path data science', 'monarizqa', 'nurvirta'];PT44M5S;21015;861
NOYbCUvwpn4;Probabilitas 06 | Distribusi Probabilitas | Probability Distribution | Belajar Probabilitas Dasar;"Salam Indonesia Belajar!!!

Belajar Distribusi Probabilitas atau Probability Distribution.
Video ini adalah video keenam dari video berseri atau playlist bertema Belajar Probabilitas Dasar (Probability).

Video pembelajaran ini membahas beberapa topik sebagai berikut:
00:00 - Intro
01:13 - Random variable
02:01 - Discrete random variable & Continuous random variable
03:03 - Contoh random variable
04:41 - Discrete probability distribution
05:36 - Mambangun discrete probability distribution
06:13 - Contoh kasus discrete probability distribution
11:25 - Mean pada discrete probability distribution
13:55 - Standard deviation pada discrete probability distribution
19:02 - Expected value
20:18 - Contoh kasus expected value 

Rangkaian seri pembelajaran statistika:
- Seri Belajar Statistika Dasar (Deskriptif): https://www.youtube.com/playlist?list=PL2O3HdJI4voGM2gNYekQcUhjGRXbahMEd
- Seri Belajar Probabilitas Dasar: https://www.youtube.com/playlist?list=PL2O3HdJI4voHDdTtwsGZ60uSPyYHB6KHb
- Seri Belajar Statistika Inferensi: https://www.youtube.com/playlist?list=PL2O3HdJI4voHcIO22VkkBvbxBTYh2AHSP

Materi yang disampaikan dalam video ini terbilang padat, oleh karenanya silakan untuk melakukan pause ataupun pengulangan video untuk dapat memahami materi yang disampaikan dengan baik.
Bilamana ada pertanyaan terkait materi pembelajaran dalam video ini, silakan untuk disampaikan pada kolom komentar di bawah ini. Kami akan berusaha sebaik mungkin untuk merespon setiap pertanyaan yang diajukan.

Slide bisa diakses di sini: https://docs.google.com/presentation/d/1cOkYeHbzTyvMg23TlC7uPSELTVXiaNxtQUfy45oDfH0/edit?usp=sharing

keywrods:
- Belajar probabilitas dasar
- Statistika dan probabilitas
- Distibusi Probabilitas 
- Discrete Probability Distribution
- Discrete Random Variable
- Continuous Random Variable

#Statistika #Probabilitas #Matematika";2021-01-05T10:11:58Z;['belajar probabilitas dasar', 'belajar probabilitas', 'probabilitas dasar', 'dasar probabilitas', 'pengenalan probabilitas dasar', 'statistika dan probabilitas', 'distribusi probabilitas', 'probability distribution', 'random variable', 'discrete random variable', 'continuous random variable', 'discrete probability distribution', 'mean pada discrete probability distribution', 'expected value'];PT26M52S;6681;225
pJAYpy2WSFk;Seputar Cybersecurity bersama Semi Yulianto | Cybersecurity Expert | Founder & CEO SGI Asia;"Seputar Cybersecurity bersama Semi Yulianto.

Pak Semi adalah seorang cybersecurity expert dengan segudang pengalaman. Beliau termasuk salah seorang international trainer unggulan tidak hanya untuk EC-Council tetapi juga untuk ISACA, Comptia dan berbagai lembaga sertifikasi internasional lain terkait bidang cybersecurity. Saat ini Pak Semi juga sedang berfokus mengembangkan perusahaan yang didirikannya bersama beberapa rekan beliau; perusahaan ini bersana SGI Asia (SysTech Global Informasi) dan berfokus pada layanan profesional dalam bidang cybersecurity. SGI Asia juga menawarkan program pelatihan dalam bidang cybersecurity. Nah dalam sesi podcast kali ini, kita akan ajak Pak Semi untuk berbagi pengalaman beliau selama berkecimpung di bidang cybersecurity selama lebih dari 20 tahun.

Berikut adalah topik bahasan yang diangkat dalam sesi podcast ini:
00:00 - Intro 
02:00 - Awal mula terjun di bidang cybersecurity
09:35 - Apa itu cybersecurity?
15:00 - Familiarity dengan sistem operasi berbasis Linux
21:09 - Aspek legalitas dari aktivitas cybersecurity
30:20 - Perkembangan cybersecurity dalam 10 tahun terakhir
36:09 - Kebutuhan akan tenaga ahli dalam bidang cyber security
40:40 - Apa itu SGI Asia?
52:14 - Peran sertifikasi dalam menunjang karir di bidang cybersecurity
59:31 - Apakah gelar kesarjanaan dibutuhkan dalam bidang cybersecurity
1:02:34 - Learning path dan career path di bidang cybersecurity

Reach-out Semi Yulianto: 
- Email: semi[at]sgi-asia.co.id dan semi.yulianto2009[at]gmail.com
- Linkedin: https://www.linkedin.com/in/semiyulianto/
- Facebook: https://www.facebook.com/semi.yulianto
- Youtube: https://www.youtube.com/c/SemiYulianto

Oh ya teman-teman, channel YouTube Indonesia Belajar juga memiliki Discord server, silakan teman-teman untuk bergaubung: https://discord.com/invite/ybWmMHCfrQ

Links terkait:
- SGI Asia: http://sgi-asia.co.id/
- ICDP Telegram Group: https://t.me/joinchat/CIv4Wk1F5jyTETZLYzg88Q
- InfoShield Competency Development Program (ICDP): https://www.facebook.com/groups/MyICDP
- Kali Linux Lovers: https://www.facebook.com/groups/KaliLovers
- CompTIA Roadmap: https://www.comptia.org/blog/comptia-career-roadmap


Keywords:
- Semi Yulianto
- Cybersecurity Expert
- Information Security
- SGI Asia
- SysTech Global Informasi

#Cybersecurity #SemiYulianto #SGIasia";2021-01-04T03:00:15Z;['semi yulianto', 'semi yulianto ceh', 'semi yulianto cissp', 'semi yulianto cisa', 'semi yulianto cybersecurity', 'semi yulianto comptia', 'semi yulianto hacker', 'cybersecurity indonesia', 'cybersecurity expert', 'apa itu cybersecurity', 'SGI Asia', 'semi yulianto sgi', 'seputar cybersecurity', 'SysTech Global Informasi', 'ec council', 'comptia', 'semi yulianto cybersecurity expert', 'podcast indonesia belajar', 'indonesia belajar'];PT1H14M4S;4767;246
QUrv9NAqjyo;Linux Gaming | Xonotic | FPS | First Person Shooting | Game Play | Open Source Game | FOSS;"Judul Game: Xonotic
Kategori Game: First Person Shooting (FPS)
Platform: Linux, Mac, Windows
Website: https://xonotic.org/
Flatpak: https://flathub.org/apps/details/org.xonotic.Xonotic 
Snap: https://snapcraft.io/xonotic

Xonotic termasuk game open source  yang addictive, arena-style first person shooter dengan pergerakan yang crisp dan sederet weapons yang beragam. Xonotic dapat dimainkan secara gratis and it will always be free-to-play.

Oh ya teman-teman, channel YouTube Indonesia Belajar juga memiliki Discord server, silakan teman-teman untuk bergaubung: https://discord.com/invite/ybWmMHCfrQ

keywords:
- Linux Gaming
- Open Source Game
- FOSS Game
- Free Game
- Game Gratis
- Xonotic Indonesia

#Xonotic #FPS #Linux";2021-01-01T00:49:21Z;['xonotic', 'Linux Gaming', 'First Person Shooting', 'gaming on linux', 'game open source', 'open source game', 'free game', 'game gratis', 'xonotic game play', 'xonotic indonesia', 'fps', 'game fps', 'fps game', 'xonotic fps', 'fps xonotic', 'linux gaming indonesia', 'linux game', 'game linux', 'first person shooter', 'flatpak', 'snap', 'xonotic flatpak', 'flatpak xonotic', 'xonotic snap', 'snap xonotic'];PT1H24M8S;1256;48
pKl_M027HUw;openSUSE 10 | Setup KDE Connect pada openSUSE Leap | Linux;"Salam Indonesia Belajar.
Setup KDE Connect pada openSUSE Leap.

Video ini merupakan bagian dari playlist yang kami khususkan untuk mendokumentasikan perjalanan kami selama menggunakan openSUSE sebagai distro Linux utama kami. Dalam video kesepuluih ini kami akan demokan pemanfaatan KDE Connect pada openSUSE Leap.

Bagi kalian yang masih awam dengan KDE Connect, ini adalah aplikasi yang menghubungkan Desktop Linux yang kita gunakan dengan Android smartphone yang kita miliki. KDE Connect  dikembangkan di bawah naungan KDE Project dan secara default disertakan pada KDE Plasma Desktop. Jadi bagi kalian pengguna KDE Plasma Desktop, kalian sudah bisa memanfaatkan KDE Connect ini. Hanya saja sewaktu kita menggunakan openSUSE, KDE Connect ini tidak bisa langsung digunakan begitu saja. By default, openSUSE hanya membuka beberapa port komunikasi saja, dan port komunikasi yang dibutuhkan oleh KDE Connect tidak termasuk di dalamnya. Ini bisa dipahami karena memang openSUSE termasuk distro Linux yang menargetkan untuk pengguna bisnis atau corporate sehingga terdapat beberapa restriksi tertentu bila dibandingkan dengan desktop oriented distro lainnya. Nah di sini kami akan demokan langkah untuk membuka port komunikasi yang dibutuhkan oleh KDE Connect.

Oh ya teman-teman, channel YouTube Indonesia Belajar juga memiliki Discord server, silakan teman-teman untuk bergaubung: https://discord.com/invite/ybWmMHCfrQ

Links terkait:
- Komunitas openSUSE Indonesia: https://opensuse.id/
- KDE Project: https://kde.org/
- KDE Connect: https://apps.kde.org/en/kdeconnect.kcm

keywords:
- Tutorial openSUSE Leap
- Tutorial openSUSE Linux
- Belajar openSUSE Leap
- Belajar openSUSE Linux
- openSUSE Indonesia
- KDE Plasma Desktop
- KDE Connect

#openSUSE #KDEConnect #KDE";2020-12-31T03:00:24Z;['opensuse', 'opensuse linux', 'tutorial opensuse', 'belajar opensuse linux', 'tutorial opensuse linux', 'opensuse indonesia', 'komunitas opensuse indonesia', 'belajar opensuse', 'belajar opensuse leap', 'distro linux', 'linux indonesia', 'indonesia belajar', 'opensuse leap', 'kde connect', 'kde connect opensuse', 'kde plasma desktop', 'kde project', 'Setup KDE Connect pada openSUSE Leap', 'Setup KDE Connect', 'KDE Connect pada openSUSE'];PT12M43S;728;29
3gGsNSvPGR0;openSUSE 09 | Mengelola dotfiles dengan rcm pada openSUSE Leap | rc Manager | Linux;"Salam Indonesia Belajar.
Mengelola dotfiles dengan rcm pada openSUSE Leap.

Video ini merupakan bagian dari playlist yang kami khususkan untuk mendokumentasikan perjalanan kami selama menggunakan openSUSE sebagai distro Linux utama kami. Dalam video kesembilan ini kami akan demokan pemanfaatan rcm atau rc manager untuk mengelola dotfiles pada openSUSE Leap.

Bagi kalian yang belum familiar dengan istilah dotfiles, ini adalah istilah yang umum digunakan oleh para pengguna Linux dan juga BSD untuk mengacu pada sekumpulan file konfigurasi. Selain dotfiles, istilah lain yang sering digunakan adalah rc files. Nah istilah dotfiles ini muncul karena kebanyakan file konfigurasi yang umum ditemui di Linux dan BSD diawali dengan karakter titik atau dot yang menjadikan file konfigurasi tersebut berstatus hidden atau tersembunyi. 

Oh ya teman-teman, channel YouTube Indonesia Belajar juga memiliki Discord server, silakan teman-teman untuk bergaubung: https://discord.com/invite/ybWmMHCfrQ

Links terkait:
- Komunitas openSUSE Indonesia: https://opensuse.id/
- rc Manager: https://thoughtbot.com/blog/rcm-for-rc-files-in-dotfiles-repos
- dotfiles Indonesia Belajar: https://github.com/boedybios/dotfiles
- Seri Belajar tmux: https://www.youtube.com/watch?v=m4b-zRFzZEg&list=PL2O3HdJI4voHLld3txIVmV7IIuiBGyOWh

keywords:
- Tutorial openSUSE Leap
- Tutorial openSUSE Linux
- Belajar openSUSE Leap
- Belajar openSUSE Linux
- openSUSE Indonesia
- rc Manager
- rcm
- dotfiles
- rc files

#openSUSE #rcm #dotfiles";2020-12-30T03:00:15Z;['opensuse', 'opensuse linux', 'tutorial opensuse', 'belajar opensuse linux', 'tutorial opensuse linux', 'opensuse indonesia', 'komunitas opensuse indonesia', 'belajar opensuse', 'belajar opensuse leap', 'distro linux', 'linux indonesia', 'indonesia belajar', 'opensuse leap', 'dotfiles', 'rc files', 'mengelola dotfiles', 'dotfiles dengan rcm', 'mengelola dotfiles dengan rcm', 'rc manager', 'rcm pada opensuse', 'rcm opensuse', 'opensuse dotfiles', 'opensuse rcm', 'dotfiles opensuse', 'file konfigurasi'];PT19M27S;326;20
